id,lang_abv,language,label,premise,hypothesis
fb939d82cd,vi,Vietnamese,1,"Vào tháng Năm hoặc tháng Sáu, Clarke đã yêu cầu được chuyển từ bộ trương chống khủng bố sang một bộ mới phụ trách về an ninh mạng.",Clarke muốn chuyển sang lĩnh vực an ninh mạng vì giờ làm việc thuận tiện hơn.
07bf51cd35,en,English,1,Fixing current levels of damage would be impossible.,The damage could never be fixed by an artisan.
6f014d5342,en,English,2,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Allow time in Thirasia to visit the famous Guy Fieri restaurant.
4bb17fa71d,en,English,1,He had forgotten about Adrin.,He had forgotten that Adrin was going to join them.
4a9ee8775d,en,English,0,The entire city was surrounded by open countryside with a scattering of small villages.,The whole countryside is scattered with small villages. 
52f3522b53,en,English,2,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I have never considered moving to Massachusetts.
9574cc3f8f,en,English,1,"Using modern technology as an individual, short-term aid, and answering, may fill in the gaps in the risk-free patient care and the drinking problem.",The computers and printing systems needed to produce these pants cost 500 dollars.
d3e001ddaa,en,English,0,That's what guarantees that people will keep buying tickets as long as the odds are in their favor.,"People will continually purchase tickets, as long as they have a good chance of winning. "
ef4a55111e,en,English,1,You will find a number of Mary's personal effects on display.,"On display, you can also find John's personal effects."
34e74cb8b4,en,English,2,more of a football powerhouse up there i guess,He's terrible at football there.
d7b1ea7e56,en,English,1,yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,We still have three more weeks of counseling left even if everything seems positive. 
253441c9c4,en,English,2,yeah i mean this this Escort even when the head gasket went i mean it would start first time every time,"Once the head gasket went out, the Escort stopped working."
04ef0e70f3,tr,Turkish,2,"Bay Nields cevap verdi, uzun ifadeler ifadesini kullanmaktan kesinlikle memnunuz.",Bay Nields bunu söylemekten nefret ederdi.
7c23262fd6,en,English,0,"As Jon looked at him, Barnam puffed out his chest.",Barnam puffed out his chest when Jon looked at him.
f6ab4e677c,en,English,0,"Possibly, but strychnine is a fairly rapid drug in its action. ",Strychnine  is a drug that works very quickly. 
9bca269edb,en,English,1,The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.,"The Hypostyle Hall is the main sight to see at Kom Ombo, featuring striking colors which are preserved with a chemical agent."
5be385dc12,en,English,2,"I... think he said, Calverly, between doubt and uncertainty.","Speak intelligently and clearly, knowing that he has certainty."
fec613fdbb,hi,Hindi,0,"यह ज्यादा सरल किया गया हो ऐसा है, उसने मुझे पहले जो दिया था वह बहुत विस्तृत और जटिल था, और यह दूसरा बहुत सरल है।",उसने मुझे दो अलग-अलग संस्करण दिए।
4b870bc202,en,English,2,yeah TI people yeah and so i just figured no it's just this area you know,"No, I figured is was all areas."
841cb6237c,en,English,1,Scutari is traditionally associated with the name of Florence Nightingale.,Scutari was linked with Florence Nightingale posthumously.
73b319ec0d,en,English,2,"Anyway, this guy came in.",That man ran the other way.
19aa7f50e4,en,English,0,Castlerigg near Keswick is the best example.,"The best example would be Castlerigg, which is near Keswick."
89d11334a3,en,English,0,The idea that Clinton's approval represents something new and immoral in the country is historically shortsighted.,It's shortsighted to think that Clinton's approval rating is a sign of the nation's immorality.
87fe8884c3,en,English,2,The most recent attraction at the pyramid complex is a small museum housing the remains of a solar barque (a cedar longboat) which was found in 1954.,The huge museum houses over 100 longboats which were discovered in 1888.
7e156d04f7,sw,Swahili,2,"Kuchukua marupurupu na kinga ya wananchi kama thamani muhimu ya utaratibu mpya, kama vile Black inavyofanya, hujenga matatizo yake ya usawa chini ya sheria.",Wananchi hawawezi kamwe kupoteza haki zao.
edd5c1681a,en,English,0,and uh my daughter gets irate when i when i do that because you know she's a teenager,My daughter's a teenager and so she gets mad whenever I do that.
339c421ff3,en,English,0,"They just didn't like something that was a little hazy that day, and, you know, I guess that's possible, you know, early 1930s, uh, when they did that.",It's hard being black in the old days.
ed44c37b04,en,English,0,"That's it. The girl looked at him, then passed her hand across her forehead.",The girl touched her forehead.
4cccae2080,en,English,1,Citing conservative critics of Brown vs.,Liberal journalists also wrote about this case.
0922ae6fe5,en,English,1,Saint-Paul-de-Vence,Saint-Paul-de-Vence is a commune in the Provence-Alpes-Côte-d'Azur region in the department of Alpes-Maritimes in the district of Grasse and canton of Cagnes-sur-Mer-Ouest.
ad5afb493a,en,English,2,Weicker has yet to declare his intentions.,Weicker has already declared his intentions to the staff.
fdb4baaf42,en,English,2,yeah but uh do you have small kids,It matters not if children are involved.
650d73b096,en,English,1,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner and he caught it.
da0454c25f,de,German,0,Daniel Yamins ist ein brillanter junger Mathematiker.,Herr Zamins ist gut in Mathe.
19efea0580,en,English,2,"But I think, forget it, I'm going to lunch, and I'm hungry.",I don't even have an appetite.
892088d99e,en,English,1,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.","I belong to the ideologies of free-marketeers, but theories presented by Smith and Wright shock me since we think so differently."
fad6fcea39,ru,Russian,1,"Одно агенство намерено осуществить  процедуру подачи сотрудниками заявлений на поездку, которая позволяла бы пассажирам, за некоторыми исключениями, просто предоставлять общую сумму всех расходов,  индивидуально не превышающих $75.",Эта идея не была хорошо воспринята t = другими агентствами.
a1306d7f60,en,English,0,"Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and, therefore, lack of precision, which could make enforcement of reporting standards difficult.",Being totally supportive of a more comprehensive business model is not something regulators may do.
0994d78f5c,el,Greek,0,Θα θυμάται κανείς τον Παγκόσμιο Οργανισμό Εμπορίου σε μισό αιώνα;,Πιστεύετε ότι ο Παγκόσμιος Οργανισμός Εμπορίου θα αντέξει 50 χρόνια;
a7f4859d7b,tr,Turkish,2,"Bunun için baktım, Ramona'nın nerede olduğunu öğrendim ve oradan onu aradım.",Ben Ramona'yı önemsemedim.
4fc0edff09,en,English,0,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",The proposed rule was changed after AMS saw the comments.
a91386062c,en,English,0,Each one planting itself in the sides of Stark's neck.,Stark's neck was hit twice.
2238579738,en,English,0,We always knew it was an outside chance.,We were never assured of it happening in time and we knew this full well.
be4a343e63,en,English,0,there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it's interesting that that most people don't realize how small the canal is have you ever been there,The canal is smaller than people expect it to be 
8ea8763287,en,English,0,i also use my PC to emulate a mainframe terminal for our IBM mainframe and also to emulate a deck terminal for our deck machine,My PC is used as an emulator for a mainframe terminal.
8aeb8b1a8d,en,English,2,Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space.,Pagers in the United States were unaffected by the satellite malfunction.
536ab63499,en,English,0,"Because GAO's primary function is to support the Congress in carrying out its decision-making and oversight responsibilities, the number of times our experts testify before congressional panels each year is an indicator of our responsiveness and reflects the impact, importance, and value of our work.",Their main focus to to support Congress.
ad3b36fe97,en,English,0,"Their rulers introduced Buddhist and Hindu culture, Brahmin ministers to govern, and an elaborate court ritual.",Buddhist and Hindu culture and elaborate court rituals were instituted by the rulers.
660f3301ca,en,English,1,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.
19d5cb2b4f,es,Spanish,2,Tener en cuenta que una descripción compacta muy simple ha recogido  estas características del sistema desequilibrado y se puede obtener trabajo cuando el sistema gaseoso circula hacia el equilibrio.,Es todo muy complicado de explicar.
59e3606aec,el,Greek,2,Οι εισφορές εργοδότη και εργαζομένων υπολογίζονται γενικά με τον ίδιο τρόπο,Υπάρχουν δύο διαφορετικές μέθοδοι υπολογισμού των εισφορών του εργοδότη και των εργαζομένων.
9419862a0a,en,English,2,yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's,The credit union has one hundred percent interest so yeah.
251c1beb69,en,English,2,"Unlike other profitable theaters in the city, our actors make a living of their crafts.",We're the only theater in town that doesn't pay actors.
bc400f6df7,en,English,2,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","""We shouldn't worship our eggshells, why do we even have ceremonies at all?"" asked Dave."
274a1a1121,en,English,0,Leather Wares,The wares are made of leather.
71fc29910d,en,English,1,"Moreover, as far as we know, life has only appeared here once on earth.",Life on Earth may have arisen more than once.
6e2440611d,en,English,0,i'm not sure what the overnight low was,I don't know how cold it got last night.
a32cbfec87,ur,Urdu,2,جیسا کہ پچھلے باب میں بیان کیا گیا ہے، مستقبل قریب کی جدتوں میں داخلے کے لیے کچھ تعامل ہونا چاہئے جو فطری چناؤ کے ذریعے کھوج لگانے کے عمل کے آگے بند باندھے تاکہ ہار جانے والوں کو ہٹایا جاسکے۔,کوئی مداخلت نہیں ہے
2b4923b853,en,English,1,that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the,I like it when they are giving you information in a novel or short story format.
a4f480c249,en,English,0,'Swunds! Maybe she'll explain herself?',You should explain yourself!
86d0a75d8e,de,German,1,"Damit unsere juristische Fakultät mehr Ansehen und Einfluss gewinnen kann, brauchen wir eine Mischung aus privater Unterstützung und Finanzierung durch die Universität.",Unsere juristische Fakultät wird teilweise von der Melinda und Bill Gates Foundation unterstützt.
f68acec68a,en,English,1,Brit  Now that would be a good debate!,Sanders and Trump would debate well.
ace78d40e1,en,English,0,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.",Poseidon was at the summit of Mount Fengari with a view of the climax of the Trojan War.
13b45995ef,en,English,2,"You can eat and shop in and around the once-magnificent and heavily fortified Crusader city, with its enormous ramparts and cathedral.",The city has remained abandoned and desolate since ancient times. 
15914bdbee,ur,Urdu,2,تمہیں وہاں رہنے کی ضرورت نہیں ہے.,آپ کو بالکل اسی جگہ ٹھہرنے کی ضرورت ہے!
2e1bac77b2,en,English,0,"Oh, no, but they're racing on the Oaklawn runway.",There's horses on Oaklawn's track.
4194a8ea4d,en,English,1,"This one-at-a-time, uncoordinated series of regulatory requirements for the power industry is not the optimal approach for the environment, the power generation sector, or American consumers.",The environment and American consumers are better off as a result of this regulation.
06a187811f,en,English,0,Concerned about how the country's news is affecting the locals,There is a fear that the locals will be affected by national news.
654959615d,vi,Vietnamese,0,Các bậc phụ huynh bó tay trong tuyệt vọng và tìm kiếm sự che chở của cha mẹ hoặc ông bà của chính mình để có cái nhìn chân thật hơn sẽ tự đẩy mình vào thế kẹt với cùng câu hỏi hóc búa ấy.,"Bây giờ và một lần nữa, một số phụ huynh sẽ cố gắng tìm một cách tốt hơn từ cuộc sống của cha mẹ mình."
da48336fe9,en,English,0,These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,Experienced pilots pilot these low-drafted craft.  
4d56f87efd,en,English,0,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,This website looks to remove an obstacle that poor people face regarding the internet. 
42a2d75ee4,en,English,0,NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as,"The only other possible interpretation of section 330 was to treat the phrase standards promulgated, as noted by NHTSA."
d7bdf65c34,hi,Hindi,1,"साफ़ तौर पर, ऐआईसीपीऐ की मूल्य-वृद्धि और व्यापार-उन्मुख कोशिशों ने हाल के वर्षों में इसकी कार्यसूची पर प्रभुत्व जमाया है.",एआईसीपीए तीन राज्यों में नया मुख्यालय स्थापित करेगा।
c1e8590627,bg,Bulgarian,2,Пенсионният фонд се състои от обменни приходи и други източници на финансиране.,Пенсионният фонд не разполага с източници за финансиране.
f2d83958e6,en,English,1,It's Legal Aid's commitment to justice.,It is legal aid's dedication to justice every year.
fa33731b2c,en,English,2,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data
c94c3e194b,en,English,1,"Wagonheim said the program not only will benefit the needy, but also will help improve the public image of lawyers.","Due to the recent scandals, lawyers are in need of positive press locally here."
7ba4d648e5,en,English,2,Climate changes had already had the effect of reducing the amount of forest land; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep.,The effects of climate change are not being seen today.
bf0c68c639,en,English,1,She had spoken with no trace of foreign accent.,She was a foreign secret agent.
44ae307050,bg,Bulgarian,2,"Ключовото средство, използвано от всяка компания, за да гарантира, че дизайнът на продукта е стабилен до края на фазата на интегриране на продукта, е демонстрация, че дизайнът ще отговаря на изискванията.",Фирмите не използват ключове.
544e9babbe,en,English,1,De Wit worked from likenesses of actual monarchs to produce his portraits.,De Wit worked from likenesses of monarchs to produce both his portraits and battle scenes.
df73228af1,en,English,1,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",HCFA didn't identify any other executive orders because they are lazy.
d9234f93b3,en,English,0,"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",The Northwest Justice Project and ProBonoNet in New York will hire more people.
b05d1f4902,en,English,0,were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side,A sign displaying both mph and kph.
d8a520ec5b,en,English,0,"This number represents the most reliable, albeit conservative, estimate of cases closed in 1999 by LSC grantees.",This is an actual verified number of closed cases.
e79ed0740a,ru,Russian,1,"Компаньон Хазми помнит, что примерно в то время Хазми отправился в незапланированную поездку в аэропорт Сан-Диего.",Сосед по дому Хазми начал что-то подозревать.
672fca7bdb,es,Spanish,0,"Aunque los miembros de la junta de CVR consideraron dar el dinero como un préstamo, no como una subvención, su voto sobre la solicitud de fondos, tomada después de que Milne y Ralphs dejaran la reunión, fue unánime.",Los miembros de la junta de CVR nunca pensaron en dar el dinero como una subvención.
a88c7df7fc,en,English,2,Slate 's Joseph Nocera.,Nocera works for Time.
ea7bf51979,en,English,2,looking at that and you know and if it's if it's funny or if it keeps my interest if it's exciting i'll watch it if not i don't and times that i saw that or pieces of that it wasn't any it wasn't great Thirty Something i watched a few times because there was a few good episodes and then after that it it i just lost interest in it,I've never watched Thirty Something because none of the episodes were any good.
8f9008e265,en,English,2,"If we keep our prices low, we need to find you, our audience, and ask us to make some small contributions to help us accomplish this task.","Whatever your money, if we really want, we can keep our prices low, but our boss has his luxury habit."
2dfc840c47,ur,Urdu,0,جیسا کہ پہلے بات چیت،اس وجہ سے جین نے فیصلہ کیا کہ وہ معلومات کا اشتراک نہیں کرسکتے تھے کیونکہ این ایچ اے کی جانب سے جہاد پر ابتدائی معلومات کا تجزیہ کیا گیا تھا.,این اس اے نے مہدھار کے بارے میں معلومات کا جائزہ لیا تھا.
b6f99cf458,en,English,2,That seems to make up for how he feels about what you did to the Voth.,Nothing could make up for what was done to the Voth. 
18499215e2,en,English,0,"The building was built above the subway of the SS paramilitary fortress, the landscape of terror, a exhibition of photographers and documentarys, a movement of those who stood against Nazi violence.",The building is above the SS Security House.
fd6ffb0c00,en,English,1,"Information on Ata's trip to the Czech Republic, as mentioned earlier.",Atta went to the Czech Republic alone.
ddab604ccf,es,Spanish,2,"El año pasado, solo el 20 % de nuestros exalumnos hicieron contribuciones a la escuela, frente al 14 % del año 1990.",El 100% de nuestros alumnos contribuyen a la escuela cada año.
bfc5724396,en,English,0,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",Senators Fred Thompson requested the study to benefit federal agencies.
864dc32aa6,en,English,0,Counterfeit identities are used by terrorists to avoid being detected on the watch list.,Terrorists create false identities to avoid detection.
b8c44ff965,en,English,1,"The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.",The capital had been located in the city of Ankara once before.
b8af901eb2,en,English,1,"In 1982, Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary, a fact alluded to in a written epilogue at the end of the film.",Wallace was reelected as governor of Illinois.
26b2abe32d,en,English,1,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence was shocked.
29f9dfad13,hi,Hindi,0,"उसी निरुत्साहित आवाज में, ब्लड ने कहा, बस यही ठहर जाने का संकेत है; और उसने एक गहरी साँस ली।",उन्होंने एक श्वास छोड़ दिया क्योंकि रक्त ने सिग्नल के बारे में कुछ बताया।
230365788a,el,Greek,1,Θα είστε σε θέση να παίξετε στο πλευρό μεγάλων παιχτών στα τραπέζια της ρουλέτας ή των ζαριών ή να βάλετε μερικά κέρματα στους κουλοχέρηδες.,Μπορείτε να τζογάρετε στο Λας Βέγκας.
abdce12278,en,English,0,The children who attend our show prepare their plays ahead of schedule through class classes.,The kids are coming to see our show.
8390dc8037,tr,Turkish,2,Broadway'de son zamanlarda hiç çoban gördün mü ya da New York Times'da bahsedildiğini?,Broadway hep ustalardan ibaret.
dfd2cd7962,en,English,2,"Despite huge projected increases in food production, per capita food consumption in South Asia, the Middle East, and the less-developed nations of Africa will scarcely improve or will actually decline below present inadequate levels.",African nations do not need food to survive. 
1b6488f041,en,English,0,And now they here put him in a coma.',They have put him in a coma now.
97219173ed,bg,Bulgarian,2,и понякога е хубаво да изляза и да хапна салата,Никога не ям салата!
737f2517ce,vi,Vietnamese,1,"Sau khi không phận mở cửa trở lại, chín chuyến bay với 160 người, chủ yếu là công dân Saudi, khởi hành từ Hoa Kỳ từ ngày 14 đến 24 tháng 9.",Cũng có vài chục người quốc tịch Anh rời khỏi đất nước.
b681491f36,en,English,0,"3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?",Would you rise up and reject any rules that come up
b1c68ffc30,en,English,2,so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I tied the car up for four nights but I had heartburn the entire time.
384966cd7e,el,Greek,1,Δεν ξέραμε πού πήγαιναν.,Δεν γνωρίζαμε πού βρισκόταν το γκρουπ στον διαπολιτειακό αυτοκινητόδρομο.
5f1e9669d9,en,English,0,and uh i know what nothing is when i moved out there,I discovered what nothing was when I moved out there.
7f4ccbc5ea,de,German,2,Warum gilt das nicht für das Web?,Dies gilt für das Web.
3c589dbd13,vi,Vietnamese,0,"Chính vì cô ta mà chúng ta bị mắc vào cái bẫy này, Ogle xông vào.",Ogle nghĩ rằng tình trạng bệnh tật của họ là lỗi của cô ấy.
894547d4d9,en,English,1,well uh what do you think about taxes do you think we're paying too much,Our taxes seem too high. 
64efe8d261,en,English,2,"But there are two kinds of  the pleasure of doing, and the pleasure of not doing; the pleasure of indulging, and the pleasure of abstinence.",There is only one basic form of pleasure.
18b1750cb6,ur,Urdu,0,یہاں تک کہ اگر مقدمہ واپس لینے کی اجازت ہوتی بھی تو، تو یہ وکیل کو اخلاقی ذمہ داریوں سے محفوظ نہیں کرسکتا ہے جو کلائنٹ کی نمائندگی کرتا ہے یا بدعنوانی کے دعوے سے۔,ہوسکتا ہے اٹارنی کو خسارہ اٹھانا پڑے یہاں تک اگر وہ کیس سے ہٹ جاتے ہیں
c758791668,en,English,0,"Back in town, a beachwalk will take you through Chinatown.",Chinatown's on the water.
03a9f64dbb,ru,Russian,1,"Я не первый человек, кто полагает, что основной тенденцией в мировой истории является борьба за независимость.",Другие люди заметили это поступление после меня.
b7b1f686a1,en,English,1,The conspiracy-minded allege that the chains also leverage their influence to persuade the big publishers to produce more blockbusters at the expense of moderate-selling books.,"Most people who read a book, tend to watch a film adaptation of it."
34fe3bf8ea,en,English,0,"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. ",Dorcas will be asked questions and is brave with Grey hair. 
54553b3c03,en,English,0,"Well, how do you feel about the newspaper in Cororado Springs doing with local news?",How do you feel about the local newspaper?
218c1a9db3,en,English,2,"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot sped right past the Analytical Chemist.
30ca1180a3,en,English,1,"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",The Ramseys went on vacation to relieve themselves of killing their daughter.
d942c9f687,tr,Turkish,0,"Çeşitli tiyatro konularıyla ilgili kapsamlı bir slayt gösterisi kütüphanesi,",Tiyatro için bir demet slayt gösterisi var.
50e65ae69f,en,English,1,The second outstanding point is that of Omne's request that some observers can't observe.,Omness said you can't see the change in society.
67a3982639,en,English,0,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",Colorful woodblock prints and scroll paintings can be found in a variety of stores and markets. 
3c4ed74069,en,English,2,"The way to help us improve you, write, fax or email and tell us more about you.",We don't need to know anything about you.
1623427e4a,en,English,0,A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).,"An investigative journalism cover story, investigated how the Pentagon disposes of surplus weapons."
4248704400,en,English,2,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that no key parties take steps to address problems.
35544f9911,en,English,0,"The movie doesn't come to much, though.",This movie did not exceed my expectations.
47222157c1,en,English,2,well no see i'm from a town named Panhandle,I'm from a town named Toronto.
2ca79f11d1,bg,Bulgarian,0,"След това въртях колелото си, не знам колко, изглеждаше сякаш цял ден.",Отдавна въртя колелото.
c10985619c,en,English,2,"To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.",Louis XIV was married to Madame de Maintenon on the chateau.
7198eca964,en,English,0,"Dinosaurs poked around the remains; twitchy little scavengers, fighting over scraps.",Dinosaurs fought over the scraps.
00f8cc9e45,en,English,2,"Do you think Mrs. Inglethorp made a will leaving all her money to Miss Howard? I asked in a low voice, with some curiosity. ",I tried to speak up but fear prevented me.
50a1a0a60b,de,German,2,Du kannst Recht haben und du kannst dich irren.,Du liegst definitiv falsch.
e4a4cfa08d,en,English,1,"First, the horsemen brought out a teaser horse.","First, the horsemen brought out a teaser horse because the main horse has not arrived yet."
1ab2305ae2,en,English,0,"For example, the first number in Column (10) shows that in FY 1997, the volume of mail sent by households to other households represented 6.6 percent of total First-Class volume.",Mail sent between households make up 6.6 percent of the total First-Class volume.
708733c8e8,en,English,2,"Yes, it does, admitted Tuppence.","Tuppence admitted that no, it didn't."
63f4359487,el,Greek,1,"και εγώ το ίδιο, αλλά νομίζω ότι είναι μια πραγματικά πολύ σοβαρή κατάσταση για πολλούς ανθρώπους","Νομίζω ότι οι άνθρωποι καταλήγουν να μην έχουν συνταξιοδοτικές αποταμιεύσεις, κάτι που είναι τρομερό."
93c5af635d,tr,Turkish,0,"Yine de, ABD'nin günümüzün son siyah yılları içinde bile, kâğıt, olumsuz medya eleştirmenleri için bir mıknatıs oldu.","USA Today'in karlarına rağmen, gazete hala olumsuz medya kapsamı ile ünlüdür."
56502fbeba,en,English,1,"If someone owns the 1984 edition, it is quite possible that he is upset to have to buy this book rather than a more concise (and cheaper) Supplement.",The 1984 version is the best of all.
0f9350fb6a,sw,Swahili,0,"Kwa hivyo sasa, ni hivi, anaitaka leo.",Anasema angependa kuipata leo.
7ae7b52a62,en,English,2,"Tennessee lab uses the term dog weather to refer to hot weather without rain, which is the term derived from dog days to express dry weather in August.","According to the lab, the weather dog is used to describe heavy monsoon rains."
0507bacc1f,en,English,1,'Would you like some tea?',Are you thirsty for iced tea?
3d980d54c2,hi,Hindi,2,"इसके अतिरिक्त, कुछ डाक प्रशासन अपने कर्मचारियों को मजदूरी के रूप में यू.एस. जैसे बड़े  भुगतान करते हैं।",अमेरिका के डाक कर्मचारी अन्य देशों के मुकाबले काफी कम पैसे कमाते हैं।
65702a104a,en,English,2,you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,He talked about how everybody who paid 30 percent eventually went broke.
85d0609fd8,en,English,2,"Since the rules were issued as interim rules and not as general notices of proposed rulemaking, they are not subject to the Unfunded Mandates Reform Act of 1995.",The rules were  not issued as interim rules but rather general notices of proposed rulemaking.
1cd94de711,el,Greek,1,"Εάν τα υπάρχοντα περιουσιακά στοιχεία των νοικοκυριών χάνουν αξία, οι άνθρωποι πρέπει να εξοικονομήσουν περισσότερα για να επιτύχουν τον στόχο του πλούτου-εισοδήματος τους.",Τα περιουσιακά στοιχεία θα χάσουν κάποια αξία λόγω της αγοράς.
d56099a94a,en,English,2,and they're fairly close to the water aren't they i mean they're right on the late,They're a distance from the water aren't they.
bd4c9284db,es,Spanish,1,"Si bien las cifras son impresionantes, las becas a menudo son críticas para reclutar a los mejores estudiantes con necesidades financieras.",Hay 50 becas disponibles para los 50 mejores estudiantes.
3304c7bd9b,ru,Russian,2,"В истории, которую я расскажу сегодня, говорится о моем отце и о культурных различиях, которые он ощущал, приехав в Америку.",Я не хочу говорить о своих родителях.
aaffc1d88f,en,English,0,The baker was not jolly.,The baker wasn't happy.
cd5a2bd56b,ur,Urdu,1,اور ہاں تو یہ ایک بڑے پلاسٹک پلانٹ ہے جو مجھے لگتا ہے کہ ان کی سترہویں ستر فیصد مارکیٹ حصص یا کچھ کی طرح ستر ہے,میرے خیال میں کپڑے دھلائی کی ٹوکریوں کا زیادہ تر کاروبار ان کے پاس ہے.
4a544175dd,de,German,2,"Aufgescheucht durch die gleichen Geräusche, zog sich Lord Julian, der sich in seiner Kabine auf der Steuerbortseite befand, bereits hastig an.",Lord Julian blieb nackt im Bett in seiner Kabine.
1271cdd000,en,English,1,The experiment lasted only until Ahkenaten's death when almost all records relating to the King were destroyed.,The experiment ended with Ahkenaten's death when he was stabbed.
e24a706300,en,English,2,Snap Judgment,Judgments take a long time to make.
711c6415c4,hi,Hindi,0,अमेरिकी सरकार आसानी से सैन्य खुफिया सहित अपने सैन्य बलों पर खर्च के बारे में प्रचुर जानकारी प्रदान करता है ।,अमेरिकी सरकार अपनी सैन्य खुफिया जानकारी पर स्र्पये खर्च करती है।
b236b2a8a6,en,English,0,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take a cruise from Bhansi Ghat.
d5d512c77c,en,English,1,"I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11.",There was a discount for the orders I made.
f3081cb064,en,English,0,well and i i noticed since we moved down here to Texas my husband is originally from Texas but uh i'm not and that you don't have to have uh such a wide variety of seasonal clothes that you do up north where you have to,"My husband is originally from Texas, and is used to not having a wide variety of seasonal clothes."
3e858fc5aa,ru,Russian,2,Даже расположение здания - это технологическое чудо.,Здание очень старое и невысокое.
23b73b4b17,en,English,1,"Therefore, the number of boilermakers may actually grow more quickly than what was assumed.",The number of boilermakers increases at a rate of 1.26.
3a1bff7d40,en,English,0,"You claimed to be a repairman for such devices.""  Hanson bent to study it again, using a diamond lens one of the warlocks handed him.","Hanson leaned in to examine it again, through a diamond lens."
4c05b57f5c,en,English,1,We briefly discussed the Nazi angle,We looked for more evidence about the Nazi angle.
16644dbd96,de,German,2,Analyse der FAA-Flugverkehrskontrolldaten durch die Kommission.,Die Luftverkehrskontrolldaten der FAA wurden nie untersucht.
8a45c28725,en,English,1,"Two bronze lions, carrying out feng shui principles, guard its doors.",Feng shui is a Chinese philosophy centered around architecture and placement of objects and furniture.
e76f0873f4,es,Spanish,0,Si te alteras te vas a marear.,El calor excesivo puede causar mareos en algunos casos.
0a90ad078f,en,English,2,"An entrance tunnel with a kitchen alcove on one side, and storage alcove on the other, leads to the main living space.","The living space is located at the top of a small staircase, in the attic."
